"","X","agency_cd","site_no","measurement_nu","measurement_dt","tz_cd","q_meas_used_fg","party_nm","site_visit_coll_agency_cd","gage_height_va","discharge_va","current_rating_nu","shift_adj_va","diff_from_rating_pc","measured_rating_diff","gage_va_change","gage_va_time","control_type_cd","discharge_cd","chan_nu","chan_name","meas_type","streamflow_method","velocity_method","chan_discharge","chan_width","chan_area","chan_velocity","chan_stability","chan_material","chan_evenness","long_vel_desc","horz_vel_desc","vert_vel_desc","chan_loc_cd","chan_loc_dist","river_name","SLOPE","LatSite","LonSite","area","width","velocity","slope","depth","n"
"226019",871319,"USGS",8394033,"86","2012-10-03 10:22:36","MDT","Yes","AJM","USGS",4.02,9.17," 2.1",-0.21,1.4,"FAIR",0,0.6,"SCUR","MEAS",1,"pecos s blm","WADE","QSCMM","VADV",9.17,33.5,13.9,0.66,"SOFT","SAND","UNEV","STDY","UNEV","UNKN","UPST",55,"pecos r",0.00034992,33.26833333,-104.3544167,1.2913517,10.2175,0.2013,0.00034992,0.126386268656716,0.0234031259252361
"199298",215559,"USGS",2087500,"214","1946-02-18 09:45:00","EST","Yes","RHP","USGS",4.58,2070,"",0,NA,"GOOD",-0.07,1.67,"","MEAS",1,"Unspecified","CRAN","QUNSP","",2070,160,886,2.34,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"neuse r",0.00057459,35.6472222,-78.4052778,82.312058,48.8,0.7137,0.00057459,1.6867225,0.047591101908296
"106985",544166,"USGS",4119000,"543","1978-12-13 09:27:30","EST","Yes","DEH/SMI","USGS",3.41,2620,"",NA,NA,"FAIR",-0.01,0.58,"CLER","UNSP",1,"","WADE","QSCMM","VPAA",2620,435,898,2.92,"FIRM","GRVL","EVEN","STDY","EVEN","NSTD","UNSP",NA,"grand r",0.00059797,42.96447088,-85.6764199,83.426894,132.675,0.8906,0.00059797,0.628806436781609,0.0201527813533262
"177880",2062110,"USGS",6610000,"2061","1965-07-07 10:05:00","CST","Yes","DAS","USGS",7.92,28700,"",0,NA,"GOOD",0.03,1.25,"","MEAS",1,"Unspecified","CRAN","QUNSP","",28700,582,7450,3.85,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00006841,41.25888735,-95.9225138,692.12735,177.51,1.17425,0.00006841,3.89908934707904,0.0174491664082908
"194367",831250,"USGS",1336000,"82","1937-09-19","","Yes","X","USGS",1.66,172,"",NA,NA,"Unspecified",NA,NA,"Unspecifed","UNSP",1,"Imported Channel 1","UNSP","QSCMM","VPAA",172,89,109,1.58,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mohawk r",0.00137233,43.26444444,-75.43638889,10.126427,27.145,0.4819,0.00137233,0.373049438202247,0.0398366930457984
"300071",2141001,"USGS",10217000,"776","2004-06-21 12:45:00","MDT","Yes","HKC","USGS",4.18,33.9,"24.0",-0.02,-0.3,"FAIR",-0.01,0.6,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",33.9,47,39.3,0.86,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"sevier r",0.00046085,39.1552387,-111.877705,3.6510879,14.335,0.2623,0.00046085,0.254697446808511,0.0328850040450269
"342134",2521270,"USGS",9503700,"283","1989-10-31 11:15:00","MST","Yes","FCB","USGS",0.68,25.8," 6.0",-0.07,NA,"GOOD",0,0.5,"LGDB","MEAS",1,"Unspecified","WADE","QUNSP","",25.8,21,14.3,1.8,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"verde r",0.00059574,34.89502016,-112.3429468,1.3285129,6.405,0.549,0.00059574,0.207418095238095,0.0155783143795583
"129770",370232,"USGS",5591200,"401","2016-06-22 15:08:07","CST","Yes","DVG/JMP","USGS",3.92,257,"19.0",0.61,-2.7,"FAIR",0.02,0.25,"CLER","MEAS",1,"MAIN","BRDS","QADCP","VADCP",257,87.3,248,1.04,"FIRM","SILT","EVEN","STDY","EVEN","UNFM","ATGA",0,"kaskaskia r",0.00092531,39.5833666,-88.4133842,23.039944,26.6265,0.3172,0.00092531,0.865301260022909,0.0870807190781289
"28510",24406,"USGS",1113895,"23","2007-11-05 12:52:00","EST","Yes","DM","USGS",0.95,334,"",NA,NA,"Fair",0,1,"Clear","MEAS",1,"Imported Channel 1","UNSP","QADCP","VADCP",334,147,430,0.78,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"blackstone r",0.00317299,41.88871088,-71.38144468,39.94829,44.835,0.2379,0.00317299,0.891006802721088,0.2192437673971
"70426",67497,"USGS",1426500,"67","1920-03-13","","Yes","X","USGS",7.42,4890,"",NA,NA,"Unspecified",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",4890,218,1360,3.59,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"delaware r",0.0025,42.00305556,-75.3836111,126.34808,66.49,1.09495,0.0025,1.90025688073395,0.0700568477781961
"101299",502188,"USGS",4227500,"810","1982-10-13","","Yes","X","USGS",2.27,320,"",NA,NA,"Unspecified",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",320,136,270,1.18,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"genesee r",0.00075702,42.76666667,-77.83888889,25.08381,41.48,0.3599,0.00075702,0.604720588235294,0.0546690675601637
"96213",490122,"USGS",7106300,"715","1996-07-08 10:00:00","MDT","Yes","JFB","USGS",3.86,64.1,"10.0",0.31,NA,"FAIR",0,1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",64.1,69,30.6,2.09,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"fountain creek",0.00637065,38.42944444,-104.5980556,2.8428318,21.045,0.63745,0.00637065,0.13508347826087,0.0329645565077329
"336218",2711391,"USGS",10347460,"269","2015-02-23 11:03:47","PST","Yes","ELS","USGS",5.67,274," 4.0",0.01,-3.2,"FAIR",0.01,0.5,"CLER","MEAS",1,"STA","CWAY","QSCMM","VADCP",274,108,368,0.75,"FIRM","CBLS","UNEV","STDY","UNEV","NSTD","ATGA",0,"truckee r",0.01143958,39.50713218,-119.931864,34.188304,32.94,0.22875,0.01143958,1.0378962962963,0.479306419066592
"214353",362401,"USGS",2210500,"361","2011-04-13 15:11:30","EDT","Yes","ERF/CJH","USGS",4.77,1420,"   5",0.02,0.7,"FAIR",0,0.5,"CLER","MEAS",1,"Main","MBOT","QADCP","VADCP",1420,290,2610,0.54,"FIRM","SAND","UNEV","STDY","UNEV","UNSP","ATGA",0,"ocmulgee r",0.00100934,33.30790004,-83.8382362,242.47683,88.45,0.1647,0.00100934,2.7414,0.377838970084272
"211469",240559,"USGS",6656000,"817B","1988-12-21 09:35:00","MST","Yes","BOR","USGS",1.26,2.4,"",NA,NA,"Unspecified",0,0.6,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",2.4,13.5,3.59,0.67,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"north platte r",0.00110053,42.28052427,-104.7546868,0.33352177,4.1175,0.20435,0.00110053,0.081001037037037,0.0303915852302977
"188464",125037,"USGS",6813500,"1250","1970-12-07 11:55:00","CST","Yes","CON","USGS",7.8,38100,"",0,NA,"GOOD",-0.04,2,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",38100,623,8970,4.25,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00019509,40.05363889,-95.4224167,833.33991,190.015,1.29625,0.00019509,4.3856532905297,0.0288703200603975
"308272",234978,"USGS",13062500,"20","1981-03-03 10:30:00","MST","Yes","RWE/RW","USGS",4.28,2330,"",NA,NA,"Good",-0.01,1.8,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",2330,345,1310,1.78,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"snake r",0.00092024,43.1975,-112.3691667,121.70293,105.225,0.5429,0.00092024,1.15659710144928,0.0615675839812912
"165663",687147,"USGS",7010000,"687","1945-05-21","","Yes","O/M","USGS",31.67,532000,"",NA,NA,"Good",0.17,4.4,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",532000,1820,83500,6.37,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00002474,38.629,-90.1797778,7757.4005,555.1,1.94285,0.00002474,13.9747802197802,0.0148533324048009
"69619",457103,"USGS",1423000,"569","1995-05-03 13:57:00","EST","Yes","DJM","USGS",3.81,296,"",NA,NA,"Good",0,0.7,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",296,122,130,2.28,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"delaware r",0.00050346,42.1661111,-75.14,12.07739,37.21,0.6954,0.00050346,0.324573770491803,0.0152390097345214
"265115",290573,"USGS",2060500,"290","1963-09-24","","Yes","MSB/PNS","USGS",2.56,280,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",280,157,216,1.3,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"roanoke r",0.00060628,37.10458716,-79.2953015,20.067048,47.885,0.3965,0.00060628,0.419067515923567,0.0347762509519053
"283058",236786,"USGS",8181800,"235","1980-05-06 11:42:00","CDT","Yes","KCG","USGS",4.65,216," 8.0",0.08,NA,"FAIR",-0.17,NA,"","MEAS",1,"Unspecified","CWAY","QUNSP","",216,52.5,189,1.14,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"san antonio r",0.0004062,29.2221853,-98.3558463,17.558667,16.0125,0.3477,0.0004062,1.09656,0.0616387091928238
"231596",511931,"USGS",8437710,"50","2013-10-21 14:32:00","CDT","Yes","JCR/TTD","USGS",4.48,0.55,"0003",-0.01,0,"FAIR",0,0.3,"","MEAS",1,"main","WADE","QSCMM","VADV",0.55,7.4,2.71,0.2,"FIRM","GRVL","UNEV","PULS","UNEV","UNKN","UPST",150,"pecos r",0.00076294,31.3668055,-103.0059908,0.25176713,2.257,0.061,0.00076294,0.111549459459459,0.104928549880477
"156469",1411076,"USGS",6915800,"177","2005-10-14 10:05:00","CDT","Yes","MKL","USGS",4.19,120,"15.0",NA,NA,"GOOD",0,0.6,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",120,102,101,1.14,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"marais des cygnes r",0.00014073,38.34529858,-94.7724591,9.383203,31.11,0.3477,0.00014073,0.301613725490196,0.0153446170307876
"149746",1617101,"USGS",6786000,"1541","2002-09-18 13:45:00","CDT","Yes","RAD","USGS",3.7,478,"10.0",-0.06,NA,"GOOD",-0.01,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",478,130,218,2.19,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00104098,41.77694444,-99.3791667,20.252854,39.65,0.66795,0.00104098,0.510790769230769,0.030865448985392
"16575",35179,"USGS",6436000,"836","2003-05-08 11:25:00","MDT","Yes","bce","USGS",1.76,3.32,"18.1",-0.04,NA,"FAIR",0,0.4,"LGDB","MEAS",1,"Unspecified","WADE","QUNSP","",3.32,24,11.4,0.29,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"belle fourche r",0.00101145,44.6908178,-103.7376985,1.0590942,7.32,0.08845,0.00101145,0.144685,0.099096133852666
"203156",546240,"USGS",6454100,"487","1976-06-30","","Yes","Mitchell","USGS",2.32,5.92,"",NA,NA,"UNSP",-0.07,NA,"","UNSP",1,"","UNSP","QSCMM","",5.92,14,8.48,0.7,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"niobrara r",0.00097914,42.4236111,-103.7922222,0.78781744,4.27,0.2135,0.00097914,0.184500571428571,0.0474995681036201
"373336",1991292,"USGS",6295000,"179","2003-06-10 16:01:00","MDT","Yes","RGL/TB","USGS",5.1,20800,"",NA,NA,"Good",NA,NA,"Clear","MEAS",1,"Imported Channel 1","UNSP","QADCP","VADCP",20800,576,5400,3.85,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"yellowstone r",0.00042719,46.2666361,-106.6913028,501.6762,175.68,1.17425,0.00042719,2.855625,0.0354283359033451
"345158",1471352,"USGS",7171000,"1390","2002-10-01 11:21:00","CDT","Yes","GHH","USGS",2.9,32.8,"",NA,NA,"Fair",0,0.6,"DebrisLight","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",32.8,97,61,0.54,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"verdigris r",0.00017201,36.85119615,-95.5860882,5.667083,29.585,0.1647,0.00017201,0.191552577319588,0.026461141911411
"297225",250792,"USGS",1471510,"249","2010-07-07 10:18:00","EDT","Yes","HLE","USGS",2.56,367,"",NA,NA,"Fair",-0.01,0.9,"Clear","MEAS",1,"Imported Channel 1","WADE","QSCMM","VADV",367,216,226,1.62,"FIRM","BLDR","UNEV","unkn","EVEN","UNSP","DNST",500,"schuylkill r",0.00092544,40.3348149,-75.93632,20.996078,65.88,0.4941,0.00092544,0.318701851851852,0.028726475013539
"68275",60577,"USGS",2069000,"98","2008-12-04 13:03:00","EST","Yes","SAD","USGS",1.84,218," 3.0",-0.14,2.3,"FAIR",0,1.1,"UNSP","UNSP",1,"","WADE","QSCMM","VPAA",218,100,203,1.07,"FIRM","GRVL","EVEN","STDY","EVEN","UNSP","UPST",75,"dan r",0.00075075,36.31930349,-80.0500424,18.859309,30.5,0.32635,0.00075075,0.618338,0.060937038599022
"333927",434500,"USGS",8065350,"426","2017-03-23 08:58:35","CDT","Yes","MKM/EMB","USGS",9.06,2390,"12.0",0,-9.5,"FAIR",-0.01,0.25,"CLER","MEAS",1,"Main","MBOT","QADCP","VADCP",2390,234,1340,1.79,"UNSP","UNSP","UNSP","UNSP","UNEV","UNSP","DNST",800,"trinity r",0.00030494,31.33851319,-95.6563407,124.49002,71.37,0.54595,0.00030494,1.7442905982906,0.0463482727774724
"18318",62145,"USGS",13127000,"607","1986-03-17","","Yes","KFK","USGS",1.95,124,"",NA,NA,"Good",0,0.6,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",124,81,92.2,1.35,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"big lost r",0.00416622,43.93916667,-113.6483333,8.5656566,24.705,0.41175,0.00416622,0.346717530864198,0.0773668104137655
"331913",378555,"USGS",6307500,"743","2014-12-11 10:54:30","MST","Yes","jgv/eee","USGS",10.87,179,"",NA,NA,"Fair",0,0.7,"VegetationLight","MEAS",1,"Main","WADE","QSCMM","VADV",179,126,142,1.26,"FIRM","CBLS","EVEN","unkn","EVEN","STND","UPST",1600,"tongue r",0.00171717,45.141275,-106.7713556,13.192226,38.43,0.3843,0.00171717,0.343279365079365,0.0528649785858717
"326726",1861133,"USGS",2315000,"182","1995-07-11 14:10:00","EDT","Yes","GBD","USGS",75.66,224,"",NA,NA,"Fair",-0.01,0.7,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",224,93,176,1.27,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"suwannee r",0.00267994,30.5074414,-82.7162406,16.350928,28.365,0.38735,0.00267994,0.576447311827957,0.0925689605988593
"365233",5411121,"USGS",6771500,"542","1970-03-09","","Yes","LKT","USGS",3.03,0.56,"",NA,NA,"UNSP",0.02,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",0.56,9,2.2,0.26,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"wood r",0.00067395,40.7711111,-98.7977778,0.2043866,2.745,0.0793,0.00067395,0.0744577777777778,0.0579402945153841
"28183",55246,"USGS",1110500,"595","1992-03-26 12:40:00","EST","Yes","LJO","USGS",3.37,211,"",NA,NA,"Good",-0.11,0.5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",211,75,139,1.53,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"blackstone r",0.00167487,42.15370688,-71.65201138,12.913517,22.875,0.46665,0.00167487,0.564525333333333,0.0599038734919258
"194280",197562,"USGS",6935965,"196","2015-07-13 10:10:19","CDT","Yes","KAO LNO","USGS",25.85,222000,"",NA,NA,"Fair",-0.01,0.5,"","MEAS",1,"Main","MBOT","QADCP","VADCP",222000,1240,38800,5.73,"FIRM","SAND","UNSP","unkn","UNEV","STND","DNST",1000,"missouri r",0.00041015,38.7888611,-90.4707222,3604.6364,378.2,1.74765,0.00041015,9.53103225806452,0.0520926986154178
"18605",28253,"USGS",13132500,"273","1978-06-06 15:00:00","MDT","Yes","RS","USGS",1.99,0.05,"",NA,NA,"Unspecified",NA,NA,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",0.05,2,0.1,0.5,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"big lost r",0.00135534,43.58194444,-113.2708333,0.0092903,0.61,0.1525,0.00135534,0.01523,0.0148327230019989
"214145",841294,"USGS",2210500,"83","1947-11-13","","Yes","C","USGS",8.74,10600,"",0,1.9,"FAIR",-0.23,2.5,"","MEAS",1,"Unspecified","CRAN","QUNSP","",10600,533,3220,3.3,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"ocmulgee r",0.00100934,33.30790004,-83.8382362,299.14766,162.565,1.0065,0.00100934,1.84017260787992,0.0473998904056023
"286280",552043,"USGS",9371010,"146","1989-08-09 14:05:00","MDT","Yes","WH","USGS",1.41,522.7," 5.0",0.04,NA,"GOOD",0,1.1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",522.7,241,331,1.58,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"san juan r",0.0013097,37.00113889,-109.0295833,30.750893,73.505,0.4819,0.0013097,0.418351037344398,0.0420071180825877
"164553",169558,"USGS",5267000,"232","1978-07-20","","Yes","MCG","USGS",NA,9040,"",NA,NA,"Good",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",9040,445,3080,2.94,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00002096,45.8260765,-94.3552782,286.14124,135.725,0.8967,0.00002096,2.10824269662921,0.00839451363919693
"292910",1351187,"USGS",11133000,"1070","1996-11-14 13:20:00","PST","Yes","HJM","USGS",4.79,11,"25.0",0.88,NA,"GOOD",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",11,16,12.8,0.86,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"santa ynez r",0.00152076,34.63609474,-120.424606,1.1891584,4.88,0.2623,0.00152076,0.24368,0.0580023122806843
"454",490,"USGS",2316000,"489","1975-11-12 15:00:00","EST","Yes","JLP","USGS",1.96,27.3,"16.0",0.07,0.4,"GOOD",0,1,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",27.3,52,40.2,0.68,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"alapaha r",0.00098098,31.3843626,-83.1923758,3.7347006,15.86,0.2074,0.00098098,0.235479230769231,0.0575868155538929
"106813",360193,"USGS",4119000,"359","1962-11-05 13:32:30","EST","Yes","REC/JLZ","USGS",2.83,1180,"",NA,NA,"GOOD",0,0.58,"CLER","UNSP",1,"","WADE","QSCMM","VPAA",1180,460,685,1.72,"FIRM","CBLS","EVEN","STDY","EVEN","NSTD","UNSP",NA,"grand r",0.00059797,42.96447088,-85.6764199,63.638555,140.3,0.5246,0.00059797,0.453589130434783,0.0275181882728327
"157274",97864,"USGS",4192500,"523","2007-04-11 13:04:00","EDT","Yes","tje","USGS",2.7,3180,"",NA,2.8,"GOOD",0.17,1.67,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",3180,470,1390,2.29,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"maumee r",0.0004244,41.2919928,-84.2810573,129.13517,143.35,0.69845,0.0004244,0.90083829787234,0.0275116683076496
"242426",266576,"USGS",6770200,"262","1999-07-08 18:25:00","CDT","Yes","DEH/DLC","USGS",4.01,2620," 6.0",0,-3.4,"GOOD",-0.01,0.8,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",2620,790,1090,2.4,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00112655,40.65805556,-99.0861111,101.26427,240.95,0.732,0.00112655,0.420270886075949,0.0257266768839935
"332582",1861168,"USGS",8057000,"1042","2005-03-08 13:13:00","CST","Yes","dvt/dab","USGS",15.26,1280,"15.0",0.9,0.1,"GOOD",-0.01,0.2,"CLER","MEAS",1,"Unspecified","BOAT","QUNSP","",1280,96,556,2.3,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"trinity r",0.00051569,32.7748517,-96.8219464,51.654068,29.28,0.7015,0.00051569,1.76414166666667,0.0472631124285458
"178977",316378,"USGS",6610000,"3163","1978-08-17 09:00:00","CDT","Yes","OJR/RDB","USGS",11.86,59500,"",0,NA,"GOOD",-0.02,2,"","MEAS",1,"Unspecified","CRAN","QUNSP","",59500,770,13200,4.51,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00006841,41.25888735,-95.9225138,1226.3196,234.85,1.37555,0.00006841,5.22171428571429,0.0180977874786313
"52574",52479,"USGS",7156900,"337","1984-05-07","","Yes","DLB","USGS",3.19,70.8,"",NA,NA,"Fair",-0.01,0.5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",70.8,126,55.1,1.29,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"cimarron r",0.00031446,37.0111372,-100.4918171,5.1189553,38.43,0.39345,0.00031446,0.133202063492064,0.0117553019916439
"26283",67418,"USGS",7061500,"674","2012-06-05 10:42:11","CDT","Yes","rga","USGS",2.98,147,"",NA,NA,"Fair",0,NA,"Clear","MEAS",1,"main","WADE","QADCP","VADCP",147,122,190,0.77,"FIRM","GRVL","EVEN","unkn","EVEN","UNSP","DNST",125,"black r",0.00064303,37.33813889,-90.78875,17.65157,37.21,0.23485,0.00064303,0.474377049180328,0.0656761217341283
"5996",40513,"USGS",7109500,"800","2006-01-09 14:28:00","MST","Yes","LAK","USGS",1.73,299,"  15",-0.58,0.3,"GOOD",0.01,0.8,"LGDB","UNSP",1,"Unspecified","WADE","QSCMM","VADV",299,119,133,2.25,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"arkansas r",0.00124188,38.24805799,-104.3991356,12.356099,36.295,0.68625,0.00124188,0.340435294117647,0.0250368975038461
"192649",340917,"USGS",6895500,"3416","2006-08-30 14:08:00","CDT","Yes","JBW/SMK","USGS",12.36,52600,"",NA,NA,"Fair",NA,NA,"Clear","MEAS",1,"Imported Channel 1","UNSP","QADCP","VADCP",52600,1010,13300,3.95,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.0001899,39.2150194,-93.5152118,1235.6099,308.05,1.20475,0.0001899,4.01106930693069,0.0288761302116935
"371339",2231349,"USGS",2206500,"222","1962-10-01 09:10:00","EST","Yes","RJN","USGS",1,31.3," 5.0",-0.05,1,"GOOD",0,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",31.3,55,104,0.3,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"yellow r",0.00137351,33.85316075,-84.0790803,9.661912,16.775,0.0915,0.00137351,0.575970909090909,0.280389567880689
"167274",2322102,"USGS",7010000,"2324","1975-06-02","","Yes","RN","USGS",19.16,286000,"",NA,NA,"Good",0.02,2,"","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",286000,1770,57100,5.01,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00002474,38.629,-90.1797778,5304.7613,539.85,1.52805,0.00002474,9.8263615819209,0.0149333568440543
"19757",57916,"USGS",6479500,"576","2017-04-04 10:29:00","CDT","Yes","JVR/BMH","USGS",3.49,5.99,"15.0",0.09,-0.7,"FAIR",-0.01,0.5,"MALT","MEAS",1,"1","WADE","QSCMM","VADV",5.99,15,5.03,1.19,"FIRM","GRVL","EVEN","STDY","EVEN","UNFM","UNSP",170,"big sioux r",0.00032141,44.94246436,-97.1461856,0.46730209,4.575,0.36295,0.00032141,0.102142533333333,0.0107932932039051
"1719",5173,"USGS",3016000,"517","2002-01-09 14:10:00","EST","Yes","TMN","USGS",3.97,3320,"",NA,NA,"Good",0,1.7,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",3320,573,1920,1.73,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"allegheny r",0.00009569,41.5708949,-79.4078243,178.37376,174.765,0.52765,0.00009569,1.02064921465969,0.0187933847632417
"218856",255545,"USGS",1379000,"697","2008-06-17 12:43:00","EDT","Yes","afw","USGS",4.84,38.2,"38.0",0.03,1.1,"FAIR",0,0.4,"LGDB","MEAS",1,"Unspecified","WADE","QSCMM","VADV",38.2,33.5,27.2,1.4,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"passaic r",0.00032102,40.68,-74.52888889,2.5269616,10.2175,0.427,0.00032102,0.247317014925373,0.0165325876620933
"234843",392065,"USGS",6657000,"1060","1983-08-17","","Yes","TJL","USGS",5.98,5200,"",NA,NA,"Fair",0,1.5,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",5200,252,1100,4.73,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"platte r",0.0009009,42.2410233,-104.6279601,102.1933,76.86,1.44265,0.0009009,1.32960317460317,0.0251569899127966
"190646",2701110,"USGS",6818000,"2698","1981-08-19","","Yes","MO","USGS",10.23,40300,"",NA,NA,"Fair",-0.09,5,"","UNSP",1,"Imported Channel 1","CRAN","unspe","unkno",40300,738,13200,3.05,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.00020116,39.75325,-94.8568333,1226.3196,225.09,0.93025,0.00020116,5.44813008130081,0.0472066063438414
"142620",202485,"USGS",2088500,"202","1949-10-25 09:35:00","EST","Yes","EGW","USGS",1.67,72.8,"",0,NA,"GOOD",0.01,1,"","MEAS",1,"Unspecified","WADE","QUNSP","",72.8,45,88.8,0.82,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"little r",0.00038706,35.51138889,-78.1602778,8.2497864,13.725,0.2501,0.00038706,0.601077333333333,0.0560267832538281
"3959",11918,"USGS",9364010,"118","2014-07-31 11:59:30","MDT","Yes","arcox","USGS",6.34,512,"5.00",0,-1,"FAIR",0.04,1,"CLER","MEAS",1,"Main","WADE","QSCMM","VADV",512,100,190,2.7,"FIRM","CBLS","UNEV","PULS","UNEV","NSTD","DNST",180,"animas r",0.00354676,36.8178611,-108.0244444,17.65157,30.5,0.8235,0.00354676,0.57874,0.0502236144084494
"65154",475103,"USGS",14243000,"862","1984-01-20 11:15:00","PST","Yes","KWL","USGS",39.35,11900,"",NA,NA,"Good",0,1.3,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",11900,322,2900,4.1,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"cowlitz r",0.00068493,46.2748332,-122.9145587,269.4187,98.21,1.2505,0.00068493,2.74329192546584,0.0410129254363403
